,e_type,e_con,e_prod,GDP,Population,ei_capita,ei_gdp,pop_growth,pop_density,Manuf_GDP,Agric_GDP,Deforestation,emission_per_cap,CO2_emission
21600,4,0.0,0.0,149.46,9452.86,119.85,7.58,-0.345,46.959,39.1346064,12.9522036,85585.249,0.0,0.0
21601,5,0.01,0.0,149.46,9452.86,119.85,7.58,-0.345,46.959,39.1346064,12.9522036,85585.249,0.0,0.0
21602,0,2.87,0.5,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.0129944266958934,139.31
21603,1,0.16,0.0,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.0016304829419583,17.48
21604,2,0.66,0.0,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.003287083459646,35.24
21605,3,1.49,0.0,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.0080768602942891,86.59
21606,4,0.45,0.45,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.0,0.0
21607,5,0.11,0.05,484.58,10720.75,267.75,5.92,0.79,353.698,67.8072794,3.4502095999999995,6853.5752,0.0,0.0
21608,0,0.01,0.01,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0034873867414119,1.07
21609,1,0.0,0.0,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0,0.0
21610,2,0.0,0.0,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0,0.0
21611,3,0.01,0.01,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0034873867414119,1.07
21612,4,0.0,0.0,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0,0.0
21613,5,0.0,0.0,2.24,306.82,30.38,4.15,2.572,13.451,0.2841664,0.2490208,14049.8195,0.0,0.0
21614,0,0.06,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,0.000379444676966,3.3
21615,1,0.0,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,1.1498323544427223e-06,0.01
21616,2,0.0,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,0.0,0.0
21617,3,0.06,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,0.000379444676966,3.3
21618,4,0.0,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,0.0,0.0
21619,5,0.0,0.0,23.34,8696.92,6.66,2.48,2.824,77.128,2.85915,6.2611884,37351.75,0.0,0.0
21626,0,0.05,0.07,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0005068574836016,0.34
21627,1,0.0,0.0,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0002534287418008,0.17
21628,2,0.0,0.0,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0,0.0
21629,3,0.0,0.0,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0002534287418008,0.17
21630,4,0.0,0.0,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0,0.0
21631,5,0.05,0.07,4.22,670.8,78.49,12.48,1.008,17.62,0.3628778,0.6912782,26854.188840000003,0.0,0.0
21632,0,0.23,0.66,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.0011407751510575,11.09
21633,1,0.0,0.0,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.0,0.0
21634,2,0.11,0.54,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.000505068168773,4.91
21635,3,0.1,0.09,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.0006346783302096,6.17
21636,4,0.0,0.0,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.0,0.0
21637,5,0.02,0.02,55.17,9721.46,23.68,4.17,1.691,8.974,6.161385599999999,5.7608514,534890.208,0.0,0.0
21638,0,0.2,0.15,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.0030205686340317,11.34
21639,1,0.1,0.1,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.001883194024921,7.07
21640,2,0.01,0.0,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.0001624820870158,0.61
21641,3,0.06,0.0,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.0009748925220949,3.66
21642,4,0.0,0.0,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.0,0.0
21643,5,0.03,0.05,39.42,3754.26,54.02,5.14,-0.227,73.325,4.3409304,2.8409994,21044.736,0.0,0.0
21644,0,0.07,0.02,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0021298365037272,4.08
21645,1,0.02,0.02,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0010074961892631,1.93
21646,2,0.0,0.0,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0,0.0
21647,3,0.04,0.0,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0011171201269549,2.14
21648,4,0.0,0.0,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0,0.0
21649,5,0.01,0.0,25.76,1915.64,34.42,2.56,2.12,3.38,1.4752752000000002,0.6506976,166743.3006,0.0,0.0
21650,0,10.52,9.22,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0018880084054812,362.98
21651,1,0.52,0.11,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0002886783473034,55.5
21652,2,0.88,0.47,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0002047795771772,39.37
21653,3,4.97,4.05,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0013945504810005,268.11
21654,4,0.14,0.14,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0,0.0
21655,5,4.01,4.45,2642.53,192255.5,54.74,3.98,0.994,22.975,368.76506150000006,120.7107704,5194834.7542,0.0,0.0
21662,0,0.19,0.83,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0268567814031943,10.19
21663,1,0.0,0.0,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0,0.0
21664,2,0.16,0.5,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0217437140899267,8.25
21665,3,0.03,0.33,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0050867112961889,1.93
21666,4,0.0,0.0,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0,0.0
21667,5,0.0,0.0,25.88,379.42,504.88,7.4,1.18,71.996,3.5476304,0.1645968,3833.9777,0.0,0.0
21674,0,0.03,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,9.190112800125258e-05,1.35
21675,1,0.0,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,0.0,0.0
21676,2,0.0,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,0.0,0.0
21677,3,0.03,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,9.190112800125258e-05,1.35
21678,4,0.0,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,0.0,0.0
21679,5,0.0,0.0,21.35,14689.7,1.86,1.28,3.025,53.691,2.7782755,5.831539,68164.70400000001,0.0,0.0
21680,0,0.25,0.56,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,0.000286202973787,14.29
21681,1,0.01,0.01,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,1.6423123758251617e-05,0.82
21682,2,0.14,0.46,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,0.0001630295456002,8.14
21683,3,0.06,0.05,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,0.0001067503044286,5.33
21684,4,0.0,0.0,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,0.0,0.0
21685,5,0.04,0.04,139.7,49929.6,5.01,1.79,0.619,76.426,22.298914,58.154316,321265.1925,0.0,0.0
21686,0,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,2.5842655148226083e-05,0.21
21687,1,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,0.0,0.0
21688,2,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,0.0,0.0
21689,3,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,2.5842655148226083e-05,0.21
21690,4,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,0.0,0.0
21691,5,0.0,0.0,6.79,8126.1,0.54,0.65,3.301,316.437,0.6534017,2.5805395,1939.3536,0.0,0.0
21692,0,0.01,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0007486742227305,0.36
21693,1,0.0,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0,0.0
21694,2,0.0,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0,0.0
21695,3,0.01,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0007486742227305,0.36
21696,4,0.0,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0,0.0
21697,5,0.0,0.0,2.92,480.85,23.86,3.93,1.209,119.317,0.141474,0.2263583999999999,421.2156,0.0,0.0
21698,0,0.05,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,0.0002981892565435,4.14
21699,1,0.0,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,3.601319523473401e-06,0.05
21700,2,0.0,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,0.0,0.0
21701,3,0.05,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,0.0002945879370201,4.09
21702,4,0.0,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,0.0,0.0
21703,5,0.0,0.0,35.06,13883.8,3.95,1.56,1.479,78.653,5.3806582,11.4825006,106275.6312,0.0,0.0
21704,0,0.1,0.22,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,0.0002243841123582,4.32
21705,1,0.0,0.0,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,0.0,0.0
21706,2,0.0,0.0,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,2.0776306699839503e-06,0.04
21707,3,0.06,0.18,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,0.0002223064816882,4.28
21708,4,0.0,0.0,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,0.0,0.0
21709,5,0.04,0.04,55.99,19252.7,5.45,1.87,2.751,40.728,8.0099294,8.958959900000002,210398.4939,0.0,0.0
21710,0,13.54,18.94,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0172872220434263,574.75
21711,1,1.12,1.45,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0033154771393595,110.23
21712,2,3.02,6.21,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0050043462437325,166.38
21713,3,4.71,6.47,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0089673986603342,298.14
21714,4,1.0,1.0,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0,0.0
21715,5,3.7,3.81,1432.87,33247.1,407.2,9.45,1.083,3.708,152.0561644,25.3331416,3474166.125,0.0,0.0
21716,0,0.01,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0087295690936106,0.47
21717,1,0.0,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0,0.0
21718,2,0.0,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0,0.0
21719,3,0.01,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0087295690936106,0.47
21720,4,0.0,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0,0.0
21721,5,0.0,0.0,3.34,53.84,170.01,2.74,2.931,224.312,0.0276885999999999,0.0087508,127.62,0.0,0.0
21728,0,0.0,0.29,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,2.682499374083479e-05,0.3
21729,1,0.0,0.0,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,0.0,0.0
21730,2,0.0,0.0,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,0.0,0.0
21731,3,0.0,0.29,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,2.682499374083479e-05,0.3
21732,4,0.0,0.0,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,0.0,0.0
21733,5,0.0,0.0,17.32,11183.6,0.39,0.25,3.323,8.882,0.1330176,9.454988,56941.024000000005,0.0,0.0
21734,0,1.28,0.36,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0042059920818489,70.01
21735,1,0.15,0.01,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0006632502868677,11.04
21736,2,0.1,0.06,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0005244723735829,8.73
21737,3,0.76,0.01,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0030182694213982,50.24
21738,4,0.0,0.0,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0,0.0
21739,5,0.27,0.27,323.13,16645.3,76.88,3.96,1.071,22.471,36.0128385,11.9913543,165435.87,0.0,0.0
21740,0,92.98,82.35,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0052098921638684,7057.57
21741,1,67.38,64.66,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0045295973566564,6136.01
21742,2,2.85,2.81,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0001019157744299,138.06
21743,3,16.46,8.16,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0005783790327819,783.5
21744,4,0.66,0.66,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0,0.0
21745,5,5.63,6.06,10101.81,1354648.0,68.64,9.2,0.512,140.551,3244.6003538999994,1027.2530589,1958923.895,0.0,0.0
21746,0,1.29,3.93,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0011045079652016,48.88
21747,1,0.07,1.86,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0001215681843859,5.38
21748,2,0.25,0.3,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0002964636764207,13.12
21749,3,0.55,1.3,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0006862501412269,30.37
21750,4,0.0,0.0,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0,0.0
21751,5,0.42,0.47,474.52,44255.0,29.14,2.72,1.176,39.887,72.9527048,31.7311524,611933.63,0.0,0.0
21758,0,0.04,0.52,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0004885965065349,1.96
21759,1,0.0,0.0,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0,0.0
21760,2,0.01,0.01,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0001420918411861,0.57
21761,3,0.02,0.5,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0003465046653487,1.39
21762,4,0.0,0.0,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0,0.0
21763,5,0.01,0.0,16.05,4011.49,10.18,2.54,3.433,11.747,0.8981580000000001,0.6818040000000001,220991.48,0.0,0.0
21764,0,0.1,0.12,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,2.946473501602352e-05,1.78
21765,1,0.0,0.0,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,4.965966575734301e-07,0.03
21766,2,0.0,0.0,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,0.0,0.0
21767,3,0.03,0.04,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,2.896813835845009e-05,1.75
21768,4,0.0,0.0,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,0.0,0.0
21769,5,0.07,0.07,43.12,60411.2,1.6,2.25,3.294,26.647,6.4322104,9.7533128,1385144.8794999998,0.0,0.0
21770,0,0.19,0.09,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0016177024144544,7.22
21771,1,0.0,0.0,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0,0.0
21772,2,0.0,0.0,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0,0.0
21773,3,0.1,0.0,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0016177024144544,7.22
21774,4,0.0,0.0,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0,0.0
21775,5,0.09,0.09,65.86,4463.12,42.13,2.86,1.319,87.409,9.9672524,4.5950522,28683.9762,0.0,0.0
21776,0,0.41,0.16,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0047464279997494,20.46
21777,1,0.03,0.0,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0006240416089602,2.69
21778,2,0.11,0.07,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0012689619334618,5.47
21779,3,0.2,0.04,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0028534244573273,12.3
21780,4,0.0,0.0,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0,0.0
21781,5,0.07,0.05,106.18,4310.61,94.61,3.84,-0.012,77.014,14.355536,4.1399582,19129.926000000003,0.0,0.0
21782,0,0.4,0.17,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,0.0016979620895256,19.08
21783,1,0.0,0.0,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,6.22942066387826e-06,0.07
21784,2,0.04,0.04,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,9.967073062205216e-05,1.12
21785,3,0.35,0.12,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,0.0015929518554774,17.9
21786,4,0.0,0.0,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,0.0,0.0
21787,5,0.01,0.01,119.58,11237.0,35.38,3.32,-0.126,105.571,17.5328196,4.5643686,28325.8128,0.0,0.0
21788,0,0.13,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,0.0111051158821979,8.85
21789,1,0.0,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,2.509630707841341e-05,0.02
21790,2,0.0,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,0.0,0.0
21791,3,0.13,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,0.0110800195751195,8.83
21792,4,0.0,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,0.0,0.0
21793,5,0.0,0.0,29.35,796.93,163.02,4.43,1.665,117.053,1.6069125,0.6142955000000001,1725.9396,0.0,0.0
21794,0,1.82,1.33,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.0115777929561611,120.35
21795,1,0.79,0.99,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.0076922336915218,79.96
21796,2,0.31,0.01,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.001587316857305,16.5
21797,3,0.44,0.01,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.0022972803971178,23.88
21798,4,0.28,0.28,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.0,0.0
21799,5,-0.01,0.04,336.12,10394.9,174.78,5.41,0.829,134.429,73.83211920000001,6.453504,26533.83,0.0,0.0
21800,0,0.13,0.2,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0003065450687558,6.01
21801,1,0.0,0.0,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0,0.0
21802,2,0.06,0.06,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0001433263965397,2.81
21803,3,0.06,0.13,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0001632186722161,3.2
21804,4,0.0,0.0,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0,0.0
21805,5,0.02,0.02,75.18,19605.6,6.69,1.75,2.24,61.653,7.6713672000000015,12.167883,41912.4,0.0,0.0
21806,0,0.84,1.1,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.0100489625469254,55.25
21807,1,0.16,0.0,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.003152009428746,17.33
21808,2,0.18,0.4,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.0017333323632977,9.53
21809,3,0.38,0.6,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.0051636207548817,28.39
21810,4,0.0,0.0,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.0,0.0
21811,5,0.11,0.11,269.93,5498.08,152.12,3.1,0.588,129.475,31.6438939,2.3159994,5834.9736,0.0,0.0
21818,0,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.001694197373994,0.12
21819,1,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.0,0.0
21820,2,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.0,0.0
21821,3,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.001694197373994,0.12
21822,4,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.0,0.0
21823,5,0.0,0.0,0.8,70.83,35.34,3.12,0.045,94.439,0.01884,0.0925199999999999,478.7025,0.0,0.0
21824,0,0.29,0.01,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,0.0019697443878673,18.63
21825,1,0.02,0.0,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,0.0001681102295603,1.59
21826,2,0.02,0.0,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,9.938592187843622e-05,0.94
21827,3,0.24,0.0,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,0.0017022482364285,16.1
21828,4,0.0,0.0,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,0.0,0.0
21829,5,0.01,0.01,108.96,9458.08,30.53,2.65,1.269,195.779,17.655878400000002,6.903705599999999,20529.8176,0.0,0.0
21830,0,0.56,1.23,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,0.0016566109647282,24.08
21831,1,0.0,0.0,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,6.879613640897927e-07,0.01
21832,2,0.01,0.01,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,4.609341139401611e-05,0.67
21833,3,0.43,1.11,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,0.0016098295919701,23.4
21834,4,0.0,0.0,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,0.0,0.0
21835,5,0.11,0.11,138.62,14535.7,38.4,4.03,1.659,58.527,18.997871,12.4286692,131685.4392,0.0,0.0
21836,0,3.21,3.82,836.96,79636.1,40.34,3.84,1.779,80.0,129.9129312,105.708048,647.0425,0.0021644706358046,172.37
21837,1,0.04,0.0,836.96,79636.1,40.34,3.84,1.779,80.0,129.9129312,105.708048,647.0425,3.930378308330016e-05,3.13
21838,2,1.55,2.18,836.96,79636.1,40.34,3.84,1.779,80.0,129.9129312,105.708048,647.0425,0.0009812132939709,78.14
21839,3,1.47,1.48,836.96,79636.1,40.34,3.84,1.779,80.0,129.9129312,105.708048,647.0425,0.0011439535587503,91.1
21840,4,0.0,0.0,836.96,79636.1,40.34,3.84,1.779,80.0,129.9129312,105.708048,647.0425,0.0,0.0
