,e_type,e_con,e_prod,GDP,Population,ei_capita,ei_gdp,pop_growth,pop_density,Manuf_GDP,Agric_GDP,Deforestation,emission_per_cap,CO2_emission
10354,2,0.0,0.0,76.33,9597.61,10.87,1.37,2.724,12.911,8.2398235,10.6732239,471614.0499,0.0,0.0
10355,3,0.02,0.0,76.33,9597.61,10.87,1.37,2.724,12.911,8.2398235,10.6732239,471614.0499,0.0001771274306832,1.7
10356,4,0.0,0.0,76.33,9597.61,10.87,1.37,2.724,12.911,8.2398235,10.6732239,471614.0499,0.0,0.0
10357,5,0.08,0.08,76.33,9597.61,10.87,1.37,2.724,12.911,8.2398235,10.6732239,471614.0499,0.0,0.0
10358,0,0.18,0.12,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.001119005938283,13.04
10359,1,0.1,0.1,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.0007671712490989,8.94
10360,2,0.0,0.0,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.0,0.0
10361,3,0.06,0.0,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.000351834689184,4.1
10362,4,0.0,0.0,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.0,0.0
10363,5,0.02,0.02,21.58,11653.2,15.65,8.45,0.966,30.123,3.4266882,3.6029968,185041.9605,0.0,0.0
10364,0,382.49,386.79,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0038617697344242,23112.85
10365,1,93.33,94.86,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0014901251427527,8918.46
10366,2,84.37,84.25,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0007389189208471,4422.46
10367,3,149.87,152.3,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0016327273416567,9771.94
10368,4,24.31,24.31,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0,0.0
10369,5,30.57,31.07,61263.86,5985040.95,63.91,6.24,1.392,45.878,11355.256451,2280.2408692000004,40593157.305463,0.0,0.0
10376,0,0.08,0.07,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,0.0006300832610023,1.96
10377,1,0.0,0.0,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,3.857652618381715e-05,0.12
10378,2,0.0,0.0,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,1.2858842061272384e-05,0.04
10379,3,0.03,0.01,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,0.0005786478927572,1.8
10380,4,0.0,0.0,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,0.0,0.0
10381,5,0.05,0.05,14.85,3110.7,26.95,5.65,-0.629,114.18,0.7015140000000001,4.274721,7732.006,0.0,0.0
10388,0,0.08,1.6,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,0.000372405531394,5.72
10389,1,0.0,0.0,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,0.0,0.0
10390,2,0.02,0.02,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,7.291856558764552e-05,1.12
10391,3,0.05,1.56,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,0.0002994869658064,4.6
10392,4,0.0,0.0,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,0.0,0.0
10393,5,0.01,0.01,67.21,15359.6,5.5,1.26,3.229,12.32,4.2066739,8.6774831,780197.3269999999,0.0,0.0
10394,0,0.01,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.006842753524018,0.5
10395,1,0.0,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.0,0.0
10396,2,0.0,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.0,0.0
10397,3,0.01,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.006842753524018,0.5
10398,4,0.0,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.0,0.0
10399,5,0.0,0.0,1.29,73.07,95.73,5.44,2.087,166.407,0.0215301,0.0214913999999999,95.8188,0.0,0.0
10400,0,2.62,3.38,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,0.0034831675974312,125.79
10401,1,0.03,0.01,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,8.057888312683726e-05,2.91
10402,2,1.13,1.09,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,0.001547336078738,55.88
10403,3,1.08,1.92,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,0.0018552526355663,67.0
10404,4,0.08,0.08,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,0.0,0.0
10405,5,0.3,0.27,627.24,36113.68,72.59,4.18,1.132,13.178,111.8870712,32.948917200000004,337433.87700000004,0.0,0.0
10412,0,0.01,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0103116406966086,0.9
10413,1,0.0,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0,0.0
10414,2,0.0,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0,0.0
10415,3,0.01,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0103116406966086,0.9
10416,4,0.0,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0,0.0
10417,5,0.0,0.0,2.81,87.28,144.39,4.49,2.119,484.889,0.0785114,0.0114647999999999,4.199400000000001,0.0,0.0
10418,0,4.64,8.72,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0174832062564242,325.72
10419,1,1.99,6.14,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0094995021590997,176.98
10420,2,0.78,1.18,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0021244790115107,39.58
10421,3,1.7,1.22,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0058592250858138,109.16
10422,4,0.0,0.0,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0,0.0
10423,5,0.17,0.17,667.44,18630.45,249.26,6.96,1.042,2.436,83.2364424,20.2301064,1322277.476,0.0,0.0
10424,0,1.35,0.51,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0078000050136622,62.23
10425,1,0.09,0.02,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0015893309267754,12.68
10426,2,0.3,0.06,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0019177258028126,15.3
10427,3,0.56,0.05,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0042929482840741,34.25
10428,4,0.0,0.0,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0,0.0
10429,5,0.41,0.4,327.04,7978.2,169.58,4.14,0.11,96.595,57.974380800000006,5.863827199999999,38256.8366,0.0,0.0
10430,0,0.55,0.73,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,0.0047535012953854,37.98
10431,1,0.0,0.0,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,1.2515801199013756e-06,0.01
10432,2,0.21,0.21,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,0.0022490894754627,17.97
10433,3,0.32,0.5,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,0.0025031602398027,20.0
10434,4,0.0,0.0,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,0.0,0.0
10435,5,0.02,0.02,27.56,7989.9,68.4,19.83,0.949,95.232,2.2940944,5.0015888,9787.40668,0.0,0.0
10442,0,0.43,0.3,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,0.0001906539618366,23.39
10443,1,0.01,0.0,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,7.254468834312823e-06,0.89
10444,2,0.28,0.28,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,0.0001141152400903,14.0
10445,3,0.12,0.0,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,6.928425291197639e-05,8.5
10446,4,0.0,0.0,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,0.0,0.0
10447,5,0.01,0.01,231.12,122683.0,3.48,1.85,2.077,942.482,34.344432,52.2030744,19202.6784,0.0,0.0
10448,0,0.02,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0054951175138306,1.48
10449,1,0.0,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0,0.0
10450,2,0.0,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0002970333791259,0.08
10451,3,0.02,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0051980841347046,1.4
10452,4,0.0,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0,0.0
10453,5,0.0,0.0,3.96,269.33,78.4,5.33,0.428,626.358,0.3126816,0.0789624,62.9993,0.0,0.0
10454,0,0.97,0.09,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0059087321050472,58.91
10455,1,0.01,0.0,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0001574725751981,1.57
10456,2,0.57,0.01,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0029428314371428,29.34
10457,3,0.36,0.08,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0028084280927062,28.0
10458,4,0.0,0.0,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0,0.0
10459,5,0.03,0.0,72.19,9969.99,97.36,13.44,-0.45,49.655,21.2794463,8.707557799999998,81744.51999999999,0.0,0.0
10460,0,2.66,0.47,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0133817376564076,136.57
10461,1,0.31,0.0,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0029846066413866,30.46
10462,2,0.55,0.0,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0026024672486943,26.56
10463,3,1.31,0.0,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0077946637663266,79.55
10464,4,0.45,0.45,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0,0.0
10465,5,0.04,0.01,383.75,10205.7,260.63,6.93,0.214,310.878,69.6851625,4.8199,7558.446,0.0,0.0
10466,0,0.01,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0017372421281216,0.4
10467,1,0.0,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0,0.0
10468,2,0.0,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0,0.0
10469,3,0.01,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0017372421281216,0.4
10470,4,0.0,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0,0.0
10471,5,0.0,0.0,1.31,230.25,32.21,5.67,3.84,10.094,0.1231661999999999,0.1870025,14874.400999999998,0.0,0.0
10472,0,0.02,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0001700083613203,1.1
10473,1,0.0,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0,0.0
10474,2,0.0,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0,0.0
10475,3,0.02,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0001700083613203,1.1
10476,4,0.0,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0,0.0
10477,5,0.0,0.0,14.95,6470.27,2.77,1.2,2.959,57.381,1.1940565,5.4682615,42751.826400000005,0.0,0.0
10484,0,0.02,0.02,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0003166449706223,0.18
10485,1,0.0,0.0,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0001407310980543,0.08
10486,2,0.0,0.0,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0,0.0
10487,3,0.0,0.0,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0001759138725679,0.1
10488,4,0.0,0.0,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0,0.0
10489,5,0.01,0.02,1.93,568.46,28.66,8.44,2.27,14.18,0.1843729,0.4986927,25861.243999999995,0.0,0.0
10490,0,0.13,0.21,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0008793640913155,7.12
10491,1,0.0,0.0,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0,0.0
10492,2,0.03,0.11,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0003235862246133,2.62
10493,3,0.08,0.08,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0005557778667022,4.5
10494,4,0.0,0.0,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0,0.0
10495,5,0.02,0.02,39.57,8096.76,15.58,3.19,1.987,7.474,5.5366344000000005,4.9957125,556415.3790000001,0.0,0.0
10496,0,0.2,0.15,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,0.002771574093414,10.35
10497,1,0.11,0.1,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,0.0021663801367845,8.09
10498,2,0.01,0.0,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,6.962408350605462e-05,0.26
10499,3,0.04,0.0,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,0.0005355698731234,2.0
10500,4,0.0,0.0,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,0.0,0.0
10501,5,0.04,0.05,22.86,3734.34,52.6,8.59,-0.046,72.936,2.7589734,3.648456,21313.024,0.0,0.0
10502,0,0.04,0.02,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0017705067837697,2.79
10503,1,0.02,0.02,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0009455394651673,1.49
10504,2,0.0,0.0,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0,0.0
10505,3,0.02,0.0,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0008249673186023,1.3
10506,4,0.0,0.0,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0,0.0
10507,5,0.0,0.0,15.14,1575.82,25.18,2.62,2.272,2.781,0.9414052,0.4794837999999999,178570.9557,0.0,0.0
10508,0,7.84,5.81,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,0.0019583753391078,333.15
10509,1,0.45,0.09,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,0.0002903321566817,49.39
10510,2,0.21,0.21,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,6.325114407564273e-05,10.76
10511,3,3.95,2.14,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,0.0016047920383504,273.0
10512,4,0.03,0.03,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,0.0,0.0
10513,5,3.2,3.33,1890.73,170115.5,46.09,4.15,1.529,20.314,229.8182315,89.809675,5586497.1946,0.0,0.0
10520,0,0.06,0.7,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.011593657955756,3.7
10521,1,0.0,0.0,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.0,0.0
10522,2,0.03,0.33,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.0059535000313342,1.9
10523,3,0.02,0.37,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.0056401579244218,1.8
10524,4,0.0,0.0,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.0,0.0
10525,5,0.0,0.0,21.49,319.14,174.77,2.6,2.273,60.557,2.9363935999999997,0.303009,4001.9853,0.0,0.0
10532,0,0.02,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0001002853574261,1.1
10533,1,0.0,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0,0.0
10534,2,0.0,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0,0.0
10535,3,0.01,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0001002853574261,1.1
10536,4,0.0,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0,0.0
10537,5,0.0,0.0,12.38,10968.7,1.42,1.26,2.803,40.09,1.7085638,4.5266232,73166.112,0.0,0.0
10544,0,0.01,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,6.466673995563861e-05,0.4
10545,1,0.0,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,0.0,0.0
10546,2,0.0,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,0.0,0.0
10547,3,0.01,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,6.466673995563861e-05,0.4
10548,4,0.0,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,0.0,0.0
10549,5,0.0,0.0,5.0,6185.56,1.09,1.35,1.031,240.871,0.5152999999999999,2.22695,2104.476,0.0,0.0
10550,0,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0002424183656153,0.1
10551,1,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0,0.0
10552,2,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0,0.0
10553,3,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0002424183656153,0.1
10554,4,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0,0.0
10555,5,0.0,0.0,1.47,412.51,4.49,1.26,2.024,102.361,0.1790607,0.1609209,348.5144,0.0,0.0
10556,0,0.03,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.000163786043705,1.9
10557,1,0.0,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.0,0.0
10558,2,0.0,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.0,0.0
10559,3,0.03,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.000163786043705,1.9
10560,4,0.0,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.0,0.0
10561,5,0.0,0.0,13.89,11600.5,2.76,2.31,2.637,65.718,1.7586129,6.178272,108257.9508,0.0,0.0
10562,0,0.08,0.29,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0002105434738314,3.1
10563,1,0.0,0.0,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0,0.0
10564,2,0.0,0.0,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0,0.0
10565,3,0.05,0.26,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0002105434738314,3.1
10566,4,0.0,0.0,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0,0.0
10567,5,0.03,0.03,37.25,14723.8,5.41,2.14,2.61,31.148,5.72309,7.077872500000001,217782.2241,0.0,0.0
10568,0,11.85,17.05,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0163242431226506,492.26
10569,1,1.09,1.59,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0035595909819715,107.34
10570,2,2.86,6.12,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0051967905979575,156.71
10571,3,3.79,5.15,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0075678615427215,228.21
10572,4,0.76,0.76,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0,0.0
10573,5,3.34,3.43,1077.97,30155.15,393.06,11.0,0.83,3.363,175.2024641,23.3596099,3478917.8877,0.0,0.0
10586,0,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,2.5739860103860332e-05,0.2
10587,1,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,0.0,0.0
10588,2,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,0.0,0.0
10589,3,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,2.5739860103860332e-05,0.2
10590,4,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,0.0,0.0
10591,5,0.0,0.0,8.17,7770.05,0.35,0.33,3.491,6.171,0.8805626,3.1867085,64282.16,0.0,0.0
10592,0,0.93,0.29,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.0033956608764747,50.64
10593,1,0.12,0.02,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.0007872246976661,11.74
10594,2,0.12,0.07,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.000369472579569,5.51
10595,3,0.52,0.02,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.0022389635992395,33.39
10596,4,0.0,0.0,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.0,0.0
10597,5,0.17,0.17,212.36,14913.15,62.05,4.36,1.287,20.144,34.296139999999994,12.1130144,157026.52307999998,0.0,0.0
10604,0,1.22,2.98,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.0014315392174495,54.92
10605,1,0.13,0.85,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.0002893314878676,11.1
10606,2,0.21,0.21,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.000270824699004,10.39
10607,3,0.58,1.62,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.0008713830305779,33.43
10608,4,0.0,0.0,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.0,0.0
10609,5,0.31,0.32,342.57,38364.3,31.9,3.57,1.684,34.578,48.1345107,45.3425652,631804.775,0.0,0.0
10616,0,0.01,0.58,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0002371554893025,0.7
10617,1,0.0,0.0,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0,0.0
10618,2,0.0,0.0,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0,0.0
10619,3,0.01,0.58,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0002371554893025,0.7
10620,4,0.0,0.0,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0,0.0
10621,5,0.0,0.0,11.19,2951.65,4.82,1.27,2.9,8.643,0.7783764000000001,1.2259763999999995,222190.145,0.0,0.0
10622,0,0.09,0.11,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,6.911928651059086e-05,3.1
10623,1,0.0,0.0,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,0.0,0.0
10624,2,0.0,0.0,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,0.0,0.0
10625,3,0.04,0.06,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,6.911928651059086e-05,3.1
10626,4,0.0,0.0,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,0.0,0.0
10627,5,0.05,0.05,33.77,44850.0,1.94,2.58,2.307,19.783,2.0069511,15.703050000000005,1452453.594,0.0,0.0
10628,0,0.12,0.05,41.26,3803.89,32.09,2.96,2.258,74.498,7.8183574,5.2065994,28672.743,0.0011751128450086,4.47
10629,1,0.0,0.0,41.26,3803.89,32.09,2.96,2.258,74.498,7.8183574,5.2065994,28672.743,0.0,0.0
